NACA 2414
 1.00000     0.00147
 0.99280     0.00312
 0.97989     0.00604
 0.96352     0.00967
 0.94455     0.01377
 0.92350     0.01820
 0.90075     0.02285
 0.87658     0.02763
 0.85123     0.03247
 0.82489     0.03731
 0.79774     0.04211
 0.76991     0.04682
 0.74154     0.05141
 0.71275     0.05585
 0.68365     0.06011
 0.65434     0.06416
 0.62492     0.06798
 0.59547     0.07155
 0.56607     0.07484
 0.53680     0.07785
 0.50774     0.08054
 0.47895     0.08291
 0.45050     0.08494
 0.42246     0.08661
 0.39488     0.08792
 0.36782     0.08878
 0.34135     0.08916
 0.31551     0.08906
 0.29035     0.08849
 0.26594     0.08746
 0.24231     0.08596
 0.21951     0.08402
 0.19760     0.08165
 0.17661     0.07888
 0.15660     0.07571
 0.13760     0.07218
 0.11965     0.06832
 0.10280     0.06414
 0.08709     0.05967
 0.07256     0.05496
 0.05924     0.05002
 0.04717     0.04489
 0.03639     0.03959
 0.02694     0.03416
 0.01885     0.02862
 0.01215     0.02300
 0.00688     0.01731
 0.00308     0.01157
 0.00078     0.00580
 0.00000     0.00000
 0.00078    -0.00564
 0.00308    -0.01095
 0.00688    -0.01594
 0.01215    -0.02060
 0.01885    -0.02494
 0.02694    -0.02896
 0.03639    -0.03265
 0.04717    -0.03601
 0.05924    -0.03905
 0.07256    -0.04176
 0.08709    -0.04415
 0.10280    -0.04622
 0.11965    -0.04796
 0.13760    -0.04940
 0.15660    -0.05052
 0.17661    -0.05135
 0.19760    -0.05189
 0.21951    -0.05216
 0.24231    -0.05218
 0.26594    -0.05195
 0.29035    -0.05150
 0.31551    -0.05085
 0.34135    -0.05002
 0.36782    -0.04904
 0.39488    -0.04792
 0.42246    -0.04667
 0.45050    -0.04522
 0.47895    -0.04360
 0.50774    -0.04183
 0.53680    -0.03993
 0.56607    -0.03791
 0.59547    -0.03579
 0.62492    -0.03360
 0.65434    -0.03135
 0.68365    -0.02905
 0.71275    -0.02672
 0.74154    -0.02437
 0.76991    -0.02202
 0.79774    -0.01968
 0.82489    -0.01737
 0.85123    -0.01509
 0.87658    -0.01286
 0.90075    -0.01071
 0.92350    -0.00865
 0.94455    -0.00672
 0.96352    -0.00495
 0.97989    -0.00340
 0.99280    -0.00217
 1.00000    -0.00147
